x                    y
-6.19855430899893    -4.66694731656857
0.64377800866659     -6.73228164163959
5.49212684632271     1.66724860478553
-4.92766418787109    -9.58945384562884
-0.764248522926536   -5.10151278573259
4.38529688984491     2.93221253813864
-6.27618777677322    -4.50717653590588
1.43985228373402     2.50850975162507
4.94740142567322     2.40860547115038
-6.84402742976208    -5.06642372953827
-1.93733398137585    1.19212351798109
6.35738625335006     6.96239224350829
-3.58685202391261    -5.96474662905747
-0.208643546186467   -2.28537998996235
4.75768203636273     6.04920123782802
-2.00983699239338    -4.09390947355477
0.115344239944986    -0.199113463133198
7.45719611885375     4.2964781795682
-4.27900714408098    -10.8278056707949
-3.69667599834486    -0.439764649889675
4.97244782619151     6.40608488875044
-4.44246392682242    -6.95995960951436
0.397599246731633    0.569977077352402
7.91271853255503     5.42451883703242
-7.51948708431986    -1.88993286260532
-1.61344286401456    -0.959558333322565
3.9990709049498      -0.127171772856119
-4.49684319666468    -4.19926581485407
-2.49960598181001    5.71872874392627
4.58402588277161     7.39590898616505
-4.36194973053006    -5.34430573961808
0.72598142289127     5.45993499966707
6.52609399494164     4.81928201221171
-5.06632435409487    -4.05789682954725
-1.84605449907438    1.40688775115668
4.88816569328446     2.92459408993211
-6.76137861044129    -9.74254914709688
-0.747915412749155   -1.79077882576899
5.87426395797436     4.17035961505595
-7.42764913725309    -12.3571771907547
-0.172282211737638   2.72235462726456
6.28550634244102     9.23276775494053
-3.03379262175559    -6.07235016830063
0.460522502571813    -5.51264236520221
3.92761491022854     5.60384845830793
-5.2561479581397     -7.63105564871997
0.61991033210183     -0.233608883532286
6.87230521785203     12.1320197037221
-6.85672080388205    -3.56189340510412
-0.929671900742735   -5.87675072296521
5.79622931026807     3.09393641101514
-6.17481934608731    -5.74685130117281
1.50894929276739     -2.60200350136769
5.11428880595255     4.12021790361622
-5.44008080165118    -6.38027362646336
0.515156870753117    4.36610219014894
3.41947797508808     3.86508776415921
-4.23950089004069    -2.29720766914332
1.16043947206386     4.27336405071097
6.39325672280998     6.33066248737741
-5.87722134767628    -7.75100395938832
-0.557475751213061   1.7620299023185
2.76133960857347     4.93069043488821
-2.92125617635525    1.48289402746507
0.476740330109952    -0.8553374310409
5.08136412008588     9.17290438579574
-4.48561860357825    -7.69303706705499
-0.090093290960348   3.85227584064927
4.02895460641713     0.405223010512278
-5.70558974022209    -8.44856271408914
3.57160491978627     3.25776551873865
4.00537178657668     2.50361967061509
-5.35784618279833    -7.25872673188531
1.94156433468687     -0.285462064009121
5.8185744473428      7.72624852282262
-7.32178516382814    -3.76022261032124
-0.901649452174683   1.32861926768167
3.19366741052387     5.61128379948365
-3.99608773060435    -6.57083992906888
0.217376915699729    -0.138151823635506
5.6431980683025      -0.229667373457882
-5.94628953838443    -4.90133405854729
-1.59146810138561    -0.731056275792557
4.25370592366711     3.88313909100494
-5.16017245526189    -1.34276100197775
0.357156329408877    -2.94959246178608
3.56082862743475     6.58156369263495
-6.82830730379826    -0.533066161812561
2.27377182917067     1.03104596694732
6.8845738738441      8.3304290038864
-4.38381126166804    -7.76818523372437
-0.653958531103227   0.876884587149172
4.54615882879367     9.79077441037905
-2.52563528705066    -1.90843910017432
0.22869730347011     -2.88751199900349
5.37147801189501     7.51707284456592
-5.28910064068089    -11.6226916306412
-0.0642364982174937  2.06744979397422
4.02211906833823     3.50936933673718
-4.02466705615706    -0.229783962217263
